PRIMER DÍGITO;SEGUNDO DÍGITO;CUENTA ALTERNATIVA A 6 DÍGITOS;CUENTA OPERATIVA;CONCEPTO;SALDO FULL IFRS;DIVISA
1;17;177525;;OTROS ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0,00;USD
1;18;180102;;TERRENOS;3.115.240,54;USD
1;18;180104;;EDIFICIOS;46.900.198,04;USD
1;18;180106;;SILOS;0,00;USD
1;18;180108;;BODEGAS;0,00;USD
1;18;180110;;MAQUINARIA;0,00;USD
1;18;180112;;VEHÍCULOS;673.243,69;USD
1;18;180114;;BUQUES;0,00;USD
1;18;180116;;AERONAVES;0,00;USD
1;18;180118;;EQUIPO DE TRANSPORTE;0,00;USD
1;18;180120;;ENSERES Y ACCESORIOS;27.857.658,93;USD
1;18;180122;;EQUIPO DE OFICINA;676.886,83;USD
1;18;180124;;EQUIPO INFORMÁTICO;30.203.081,62;USD
1;18;180126;;EQUIPO DE REDES Y COMUNICACIÓN;3.392.685,52;USD
1;18;180128;;PROPIEDADES EN OPERACIONES CONJUNTAS;0,00;USD
1;18;180130;;MAQUINARIA, PLANTA Y EQUIPO EN MONTAJE ;0,00;USD
1;18;180132;;MATERIALES PROYECTOS PETROLEROS ;0,00;USD
1;18;180134;;EQUIPO MÉDICO - CIENTÍFICO ;0,00;USD
1;18;180136;;EQUIPO DE HOTELES Y RESTAURANTES ;0,00;USD
1;18;180138;;FLOTA Y EQUIPO DE TRANSPORTE, TRACCIÓN Y ELEVACIÓN;0,00;USD
1;18;180140;;FLOTA Y EQUIPO FÉRREO ;0,00;USD
1;18;180142;;REDES, LÍNEAS Y CABLES;0,00;USD
1;18;180144;;ARMAMENTO DE VIGILANCIA ;0,00;USD
1;18;180146;;ENVASES Y EMPAQUES ;0,00;USD
1;18;180148;;VÍAS DE COMUNICACIÓN  Y ACCESO;0,00;USD
1;18;180150;;ACTIVOS TANGIBLES DE EXPLORACIÓN Y EVALUACIÓN;0,00;USD
1;18;180152;;MINAS Y CANTERAS ;0,00;USD
1;18;180154;;POZOS ARTESIANOS;0,00;USD
1;18;180156;;YACIMIENTOS ;0,00;USD
1;18;180158;;GASODUCTOS;0,00;USD
1;18;180160;;REVALUACIÓN PROPIEDAD, PLANTA Y EQUIPO;0,00;USD
1;18;180162;;DEPRECIACIÓN Y AGOTAMIENTO PROPIEDAD, PLANTA Y EQUIPO;-84.074.997,71;USD
1;18;180164;;DETERIORO PROPIEDAD, PLANTA Y EQUIPO;0,00;USD
1;18;180166;;DEPRECIACIÓN Y AGOTAMIENTO PROPIEDAD, PLANTA Y EQUIPO DERECHO DE USO;-38.445.288,18;USD
1;18;180167;;DETERIORO PROPIEDAD, PLANTA Y EQUIPO DERECHO DE USO;0,00;USD
1;18;180171;;EDIFICIOS DERECHO DE USO;181.940.165,47;USD
1;18;180172;;SILOS DERECHO DE USO;0,00;USD
1;18;180173;;BODEGAS DERECHO DE USO;0,00;USD
1;18;180174;;MAQUINARIA DERECHO DE USO;0,00;USD
1;18;180175;;VEHÍCULOS DERECHO DE USO;630.730,00;USD
1;18;180179;;ENSERES Y ACCESORIOS DERECHO DE USO;0,00;USD
1;18;180180;;EQUIPO DE OFICINA DERECHO DE USO;0,00;USD
1;18;180181;;EQUIPO INFORMÁTICO DERECHO DE USO;3.174.189,32;USD
1;18;180182;;EQUIPO DE REDES Y COMUNICACIÓN DERECHO DE USO;0,00;USD
1;18;180195;;OTROS;471.925,06;USD
1;18;181605;;MAQUINARIA Y EQUIPO;0,00;USD
1;18;181610;;VEHÍCULOS;0,00;USD
1;18;181615;;MUEBLES Y ENSERES;0,00;USD
1;18;181620;;BARCOS, TRENES, AVIONES Y SIMILARES;0,00;USD
1;18;181625;;EQUIPO DE COMPUTACIÓN;0,00;USD
1;18;181630;;BIENES INMUEBLES;0,00;USD
1;18;181635;;SEMOVIENTES;0,00;USD
1;18;181640;;PROGRAMAS PARA COMPUTADOR –SOFTWARE;0,00;USD
1;18;181695;;OTROS;0,00;USD
1;18;181696;;REVALUACIÓN ;0,00;USD
1;18;181697;;DEPRECIACIÓN Y AGOTAMIENTO;0,00;USD
1;18;181698;;DETERIORO;0,00;USD
1;18;181805;;MEJORAS EN PROPIEDADES AJENAS;0,00;USD
1;18;181810;;MEJORAS EN BIENES RECIBIDOS EN COMODATO;0,00;USD
1;18;181815;;MEJORAS EN BIENES RECIBIDOS EN ARRENDAMIENTO;0,00;USD
1;18;181897;;DEPRECIACION Y/O AMORTIZACION ACUMULADA;0,00;USD
1;18;181898;;DETERIORO;0,00;USD
1;18;182005;;PROPIEDADES PLANTA Y EQUIPO NO EXPLOTADOS;0,00;USD
1;18;182096;;REVALUACIÓN ;0,00;USD
1;18;182097;;DEPRECIACIÓN Y AGOTAMIENTO;0,00;USD
1;18;182098;;DETERIORO ;0,00;USD
1;18;182201;;OTRAS PROPIEDADES Y EQUIPO;59.908.006,75;USD
1;18;182296;;REVALUACIÓN;0,00;USD
1;18;182297;;DEPRECIACIÓN Y AGOTAMIENTO;0,00;USD
1;18;182298;;DETERIORO;-9.488.976,18;USD
1;18;182305;;COSTO TERRENOS;0,00;USD
1;18;182310;;COSTOS DIRECTOS PRELIMINARES;0,00;USD
1;18;182315;;COSTOS DIRECTOS OBRA;0,00;USD
1;18;182320;;COSTOS INDIRECTOS PLANOS, LICENCIAS Y ESTUDIOS;0,00;USD
1;18;182325;;COSTOS INDIRECTOS PUBLICIDAD;0,00;USD
1;18;182330;;COSTOS INDIRECTOS COMISIONES FIDUCIARIAS;0,00;USD
1;18;182335;;OTROS COSTOS INDIRECTOS;0,00;USD
1;18;182400;;BIENES TERMINADOS;0,00;USD
1;18;182705;;PROPIEDADES DE INVERSIÓN;0,00;USD
1;18;182710;;DETERIORO PROPIEDADES DE INVERSIÓN;0,00;USD
1;18;182715;;VALORACIÓN DE PROPIEDADES DE INVERSIÓN;0,00;USD
1;18;182720;;DEPRECIACIÓN ACUMULADA PROPIEDADES DE INVERSIÓN ;0,00;USD
1;18;182805;;SEMOVIENTES;0,00;USD
1;18;182815;;PLANTACIONES;0,00;USD
1;18;182820;;PRODUCTOS AGRÍCOLAS;0,00;USD
1;18;182825;;VALORACIÓN;0,00;USD
1;18;182830;;AGOTAMIENTO;0,00;USD
1;18;182835;;DETERIORO;0,00;USD
1;18;182895;;OTROS;0,00;USD
1;19;190500;;IMPORTACIONES EN CURSO;0,00;USD
1;19;191000;;IMPUESTO DIFERIDO;140.086.487,78;USD
1;19;191105;;PLUSVALÍA;14.709.689,91;USD
1;19;191110;;MARCAS COMERCIALES;0,00;USD
1;19;191115;;DERECHOS DE PROPIEDAD INTELECTUAL, PATENTES, Y OTROS DERECHOS DE PROPIEDAD INDUSTRIAL, SERVICIO Y DERECHOS DE OPERACIÓN;0,00;USD
1;19;191120;;CONCESIONES Y FRANQUICIAS ;0,00;USD
1;19;191125;;OTROS DERECHOS ;0,00;USD
1;19;191130;;LICENCIAS ;0,00;USD
1;19;191135;;PROGRAMAS Y APLICACIONES INFORMÁTICAS;69.759.137,47;USD
1;19;191140;;PUESTOS EN BOLSAS DE VALORES;10.000,00;USD
1;19;191145;;PUESTOS EN BOLSAS DE BIENES Y PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES;0,00;USD
1;19;191150;;ACTIVOS INTANGIBLES RELACIONADOS CON CLIENTES;0,00;USD
1;19;191155;;SERVIDUMBRES;0,00;USD
1;19;191160;;OTROS ACTIVOS INTANGIBLES;0,00;USD
1;19;191165;;AMORTIZACIÓN ACUMULADA ;-51.232.994,07;USD
1;19;191170;;DETERIORO DEL VALOR DE INTANGIBLES ;0,00;USD
1;19;191500;;CERTIFICADOS DE CAMBIO EN ADMINISTRACIÓN;0,00;USD
1;19;192005;;REEMBOLSOS DE LA ENTIDAD;0,00;USD
1;19;192010;;PAGOS EXTERIOR   CLIENTES;0,00;USD
1;19;192015;;DEPÓSITOS COLATERALES;0,00;USD
1;19;192505;;SEGUROS ;821.559,51;USD
1;19;192510;;COSTOS DE CONTRATOS NO PROPORCIONALES;0,00;USD
1;19;192515;;COMISIONES A INTERMEDIARIOS DE SEGUROS;0,00;USD
1;19;192520;;COMISIONES CONTRATOS  DE RESASEGUROS;0,00;USD
1;19;192595;;OTROS;21.395.148,15;USD
1;19;193000;;CARTAS DE CRÉDITO DE PAGO DIFERIDO;8.469.436,12;USD
1;19;193500;;REVALUACIÓN DE OTROS ACTIVOS ;0,00;USD
1;19;194005;;OBRAS DE ARTE;461.931,30;USD
1;19;194010;;BIBLIOTECA;0,00;USD
1;19;194015;;MUSEO DEL ORO;0,00;USD
1;19;194020;;COLECCIONES;0,00;USD
1;19;194025;;ARCHIVO HISTÓRICO;0,00;USD
1;19;194095;;OTROS;0,00;USD
1;19;194500;;BIENES ENTREGADOS A TERCEROS;0,00;USD
1;19;195000;;ACTIVIDADES EN OPERACIONES CONJUNTAS;0,00;USD
1;19;195505;;CAPITALIZACIONES;0,00;USD
1;19;195510;;ACTIVOS ADQUIRIDOS;0,00;USD
1;19;195705;;MAQUINAS PORTEADORAS;0,00;USD
1;19;195710;;ESTAMPILLAS;0,00;USD
1;19;195795;;OTRAS;0,00;USD
1;19;196005;;APORTES EN SUCURSALES EXTRANJERAS;0,00;USD
1;19;196015;;ARMAMENTO;0,00;USD
1;19;196020;;RECURSOS CESIÓN GOBIERNO NACIONAL;0,00;USD
1;19;196095;;OTROS;2.852.064,08;USD
1;19;196700;;VALORACIÓN ACTIVO SUBYACENTE;0,00;USD
1;19;199500;;DETERIORO OTROS ACTIVOS;0,00;USD
2;21;210505;;CUENTAS CORRIENTES PRIVADAS ACTIVAS;-1.324.798.756,56;USD
2;21;210510;;CUENTAS CORRIENTES PRIVADAS INACTIVAS;0,00;USD
2;21;210515;;CUENTAS CORRIENTES OFICIALES ACTIVAS;0,00;USD
2;21;210520;;CUENTAS CORRIENTES SECTOR PUBLICO ;0,00;USD
2;21;210525;;CUENTAS CORRIENTES SECTOR FINANCIERO;0,00;USD
2;21;210530;;CUENTAS CORRIENTES OFICIALES INACTIVAS;0,00;USD
2;21;210595;;OTROS;0,00;USD
2;21;210600;;DEPÓSITOS SIMPLES;0,00;USD
2;21;210705;;EMITIDOS MENOS DE 6 MESES;-339.456.253,51;USD
2;21;210710;;EMITIDOS IGUAL A 6 MESES Y MENOR DE 12 MESES;-151.238.501,51;USD
2;21;210715;;EMITIDOS IGUAL A 12 MESES Y MENOR DE 18 MESES;-777.620.525,68;USD
2;21;210720;;EMITIDOS IGUAL O SUPERIOR A 18 MESES;-2.685.596.213,20;USD
2;21;210805;;ORDINARIOS ACTIVOS;-1.761.767.031,29;USD
2;21;210810;;ORDINARIOS INACTIVOS;0,00;USD
2;21;210815;;CON CERTIFICADO A TERMINO;0,00;USD
2;21;210905;;EN UNIDADES DE VALOR REAL;0,00;USD
2;21;210910;;EN PESOS;0,00;USD
2;21;211005;;INFERIOR A 6 MESES;0,00;USD
2;21;211010;;IGUAL A 6 E INFERIOR A 12 MESES;0,00;USD
2;21;211015;;PLAZO FIJO DE 1 AÑO;0,00;USD
2;21;211020;;SUPERIOR A 12 MESES E INFERIOR A 18 MESES;0,00;USD
2;21;211025;;SUPERIOR O IGUAL A 18 MESES;0,00;USD
2;21;211100;;DOCUMENTOS POR PAGAR;0,00;USD
2;21;211200;;CUENTA CENTRALIZADA;0,00;USD
2;21;211305;;FIDEICOMISOS DE INVERSIÓN;0,00;USD
2;21;211310;;FIDEICOMISOS INMOBILIARIOS;0,00;USD
2;21;211315;;FIDEICOMISOS DE ADMINISTRACIÓN;0,00;USD
2;21;211320;;OTROS FIDEICOMISOS;0,00;USD
2;21;211405;;AFILIADOS SECTOR PÚBLICO;0,00;USD
2;21;211410;;AFILIADOS SECTOR PRIVADO;0,00;USD
2;21;211415;;DOCEAVAS PARTES ESTIMADAS;0,00;USD
2;21;211420;;INTERESES DOCEAVAS PARTES ESTIMADAS;0,00;USD
2;21;211425;;CESANTÍAS SIN REPORTE;0,00;USD
2;21;211430;;IPC CESANTÍAS SIN REPORTE;0,00;USD
2;21;211435;;SALDOS INACTIVOS ;0,00;USD
2;21;211440;;IPC SALDOS INACTIVOS;0,00;USD
2;21;211445;;SALDOS A FAVOR DE ENTIDADES NOMINADORAS;0,00;USD
2;21;211505;;BANCOS;0,00;USD
2;21;211510;;CORRESPONSALES;0,00;USD
2;21;211515;;SUCURSALES EN EL EXTRANJERO;0,00;USD
2;21;211605;;DE LA NACIÓN;0,00;USD
2;21;211610;;DEL BANCO DE LA REPUBLICA;0,00;USD
2;21;211615;;DE GARANTÍA;0,00;USD
2;21;211620;;PARA COMPRA CERTIFICADOS DE CAMBIO;0,00;USD
2;21;211625;;PARA PAGOS AL EXTERIOR;0,00;USD
2;21;211630;;JUDICIALES;0,00;USD
2;21;211635;;CAUCIONES JUDICIALES;0,00;USD
2;21;211640;;PAGO ARRENDAMIENTOS;0,00;USD
2;21;211645;;PAGO TÍTULOS VALORES;0,00;USD
2;21;211650;;PARA COMPRA DE MERCANCÍAS;0,00;USD
2;21;211660;;ANTICIPOS CLIENTES ADUANA;0,00;USD
2;21;211665;;DEPÓSITOS CONTRACTUALES;0,00;USD
2;21;211670;;DEPÓSITOS PERMANENTES;0,00;USD
2;21;211675;;DEPÓSITOS PARA LA EJECUCIÓN DE PROYECTOS;0,00;USD
2;21;211680;;CONTRACCIÓN MONETARIA;0,00;USD
2;21;211685;;DEPÓSITOS POR ADMINISTRACIÓN DE RECURSOS-FONADE;0,00;USD
2;21;211690;;RECAUDOS REALIZADOS;0,00;USD
2;21;211695;;OTROS;0,00;USD
2;21;211705;;GIROS POR PAGAR DEL EXTERIOR;-1.670,00;USD
2;21;211710;;GIROS POR PAGAR DEL PAÍS;0,00;USD
2;21;211715;;COBRANZAS POR LIQUIDAR;0,00;USD
2;21;211720;;CHEQUES DE GERENCIA;-23.054.598,59;USD
2;21;211725;;CHEQUES CERTIFICADOS;-7.576.497,17;USD
2;21;211730;;CHEQUES VIAJEROS;0,00;USD
2;21;211735;;CHEQUES CON PROVISIÓN GARANTIZADA;0,00;USD
2;21;211795;;OTROS;0,00;USD
2;21;211800;;SERVICIOS DE RECAUDO;0,00;USD
2;21;211900;;ESTABLECIMIENTOS AFILIADOS;0,00;USD
2;21;212005;;DEPÓSITOS DE DINERO ELECTRÓNICOS;0,00;USD
2;21;212010;;DEPÓSITOS ELECTRÓNICOS TRANSACCIONALES;0,00;USD
2;21;212205;;BANCOS;-195.985.448,21;USD
2;21;212210;;CORPORACIONES FINANCIERAS;0,00;USD
2;21;212215;;COMPAÑÍAS DE FINANCIAMIENTO ;0,00;USD
2;21;212220;;BANCO DE LA REPÚBLICA;0,00;USD
2;21;212225;;TESORERÍA GENERAL DE LA NACIÓN;0,00;USD
2;21;212230;;ENTIDADES DEL SECTOR PÚBLICO;0,00;USD
2;21;212235;;RESIDENTES DEL EXTERIOR;0,00;USD
2;21;212295;;OTRAS ENTIDADES FINANCIERAS;0,00;USD
2;21;212305;;COMPAÑÍAS DE SEGUROS GENERALES;0,00;USD
2;21;212310;;COMPAÑÍAS DE SEGUROS DE VIDA;0,00;USD
2;21;212315;;SOCIEDADES DE REASEGUROS;0,00;USD
2;21;212320;;SOCIEDADES DE CAPITALIZACIÓN;0,00;USD
2;21;212405;;COMPROMISOS DE TRANSFERENCIA EN OPERACIONES DE REPO ABIERTO;0,00;USD
2;21;212410;;COMPROMISOS DE TRANSFERENCIA EN OPERACIONES DE REPO CERRADO;0,00;USD
2;21;212415;;CUPONES RECIBIDOS POR PAGAR DE VALORES EN OPERACIONES REPO;0,00;USD
2;21;212420;;CUENTAS POR PAGAR POR INCUMPLIMIENTO O TERMINACIÓN ANTICIPADA EN OPERACIONES REPO ;0,00;USD
2;21;212425;;LLAMADO AL MARGEN RECIBIDO EN DINERO EN OPERACIONES REPO;0,00;USD
2;21;212430;;OPERACIONES REPO DE CONTRACCION MONETARIA;0,00;USD
2;21;212505;;COMPROMISOS DE TRANSFERENCIA DE INVERSIONES EN OPERACIONES SIMULTÁNEAS;0,00;USD
2;21;212510;;CUPONES RECIBIDOS POR PAGAR DE VALORES EN OPERACIONES SIMULTÁNEAS;0,00;USD
2;21;212515;;CUENTAS POR PAGAR POR INCUMPLIMIENTO O TERMINACIÓN ANTICIPADA EN OPERACIONES SIMULTÁNEAS;0,00;USD
2;21;212520;;LLAMADO AL MARGEN RECIBIDO EN DINERO EN OPERACIONES SIMULTÁNEAS;0,00;USD
2;21;2126;;OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
2;21;212605;;COMPROMISOS DE OPERACIONES POR TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
2;21;212610;;RENDIMIENTOS RECIBIDOS POR PAGAR  EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
2;21;212615;;TRANSFERENCIA TEMPORAL DE VALORES OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
2;21;212620;;CUENTAS POR PAGAR POR INCUMPLIMIENTO O TERMINACIÓN ANTICIPADA EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
2;21;212625;;LLAMADO AL MARGEN EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
2;21;212705;;BILLETES EMITIDOS;0,00;USD
2;21;212710;;BILLETES DEL BANCO EN CAJA (DB);0,00;USD
2;21;212805;;CONVENIOS INTERNACIONALES;0,00;USD
2;21;212810;;DERECHOS ESPECIALES DE GIRO - ASIGNADOS;0,00;USD
2;21;212815;;PESOS ANDINOS - ASIGNADOS;0,00;USD
2;21;212820;;ORDENES DE PAGO NO PRESENTADAS AL COBRO;0,00;USD
2;21;212895;;OTROS;0,00;USD
2;21;212905;;COMPROMISOS ORIGINADOS EN POSICIONES EN CORTO DE OPERACIONES REPO ABIERTO;-2.993.779,53;USD
2;21;212910;;COMPROMISOS ORIGINADOS EN POSICIONES EN CORTO DE OPERACIONES SIMULTÁNEAS;0,00;USD
2;21;212915;;COMPROMISOS ORIGINADOS EN POSICIONES EN CORTO DE OPERACIONES TTV;0,00;USD
2;21;213005;;BONOS DE FOMENTO URBANO;0,00;USD
2;21;213006;;DE GARANTÍA GENERAL MENOR DE 18 MESES;0,00;USD
2;21;213007;;BONOS DE GARANTÍA GENERAL IGUAL O SUPERIOR A 18 MESES;0,00;USD
2;21;213008;;BONOS OPCIONALMENTE CONVERTIBLES EN ACCIONES;0,00;USD
2;21;213009;;BONOS OTROS MENOR DE 18 MESES;0,00;USD
2;21;213010;;BONOS OTROS IGUAL O SUPERIOR A 18 MESES;0,00;USD
2;21;213011;;BONOS HIPOTECARIOS;0,00;USD
2;21;213012;;BONOS SUBORDINADOS;0,00;USD
2;21;213013;;BONOS ORDINARIOS ;-1.142.908.922,93;USD
2;21;213014;;CÉDULAS DE CAPITALIZACIÓN;0,00;USD
2;21;213015;;CÉDULAS HIPOTECARIAS;0,00;USD
2;21;213016;;CÉDULAS DE AHORRO Y VIVIENDA;0,00;USD
2;21;213017;;PAPELES COMERCIALES;0,00;USD
2;21;213018;;"TÍTULOS DE DESARROLLO AGROPECUARIO CLASE ""A""";0,00;USD
2;21;213019;;"TÍTULOS DE DESARROLLO AGROPECUARIO CLASE ""B""";0,00;USD
2;21;213020;;"TÍTULOS DE DESARROLLO AGROPECUARIO CLASE ""C""";0,00;USD
2;21;213021;;TÍTULOS COLOCADOS EN PROCESO DE TITULARIZACIÓN;0,00;USD
2;21;213022;;TÍTULOS POR EMITIR EN PROCESOS DE TITULARIZACIÓN;0,00;USD
2;21;213023;;TÍTULOS AUTORIZADOS POR EMITIR PROCESOS DE TITULARIZACIÓN;0,00;USD
2;21;213024;;CERTIFICADOS ELÉCTRICOS VALORIZABLES;0,00;USD
2;21;213025;;TÍTULOS ENERGÉTICOS DE RENTABILIDAD;0,00;USD
2;21;213026;;BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES;0,00;USD
2;21;213027;;ACCIONES PREFERENTES;0,00;USD
2;21;213205;;TÍTULOS DE PARTICIPACIÓN;0,00;USD
2;21;213210;;TÍTULOS DEL BANCO DE  LA   REPÚBLICA - TBR;0,00;USD
2;21;213215;;CERTIFICADOS DE CAMBIO;0,00;USD
2;21;213220;;TÍTULOS CANJEABLES;0,00;USD
2;21;213225;;OTROS TÍTULOS;0,00;USD
2;21;214600;;TÍTULOS DE REGULACIÓN MONETARIA Y CAMBIARIA;0,00;USD
2;21;214700;;OPERACIONES DE CRÉDITO PÚBLICO INTERNAS DE CORTO PLAZO;0,00;USD
2;21;214800;;OPERACIONES DE CRÉDITO PÚBLICO INTERNAS DE LARGO PLAZO;0,00;USD
2;21;2149;;OPERACIONES DE CRÉDITO PÚBLICO EXTERNAS DE CORTO PLAZO;0,00;USD
2;21;214900;;OPERACIONES DE CRÉDITO PÚBLICO EXTERNAS DE CORTO PLAZO;0,00;USD
2;21;215000;;OPERACIONES DE CRÉDITO PÚBLICO EXTERNAS DE LARGO PLAZO;0,00;USD
2;21;215100;;OPERACIONES DE FINANCIAMIENTO INTERNAS DE CORTO PLAZO;0,00;USD
2;21;215200;;OPERACIONES DE FINANCIAMIENTO INTERNAS DE LARGO PLAZO;0,00;USD
2;21;215300;;OPERACIONES DE FINANCIAMIENTO EXTERNAS DE CORTO PLAZO;0,00;USD
2;21;215400;;OPERACIONES DE FINANCIAMIENTO EXTERNAS DE LARGO PLAZO;0,00;USD
2;21;215500;;ACTIVIDADES DE OPERACIONES CONJUNTAS;0,00;USD
2;21;215605;;CUENTAS CORRIENTES BANCARIAS;0,00;USD
2;21;215610;;CUENTAS DE AHORRO;0,00;USD
2;21;2157;;OPERACIONES REPO DE CONTRACCIÓN MONETARIA;0,00;USD
2;21;215700;;OPERACIONES REPO DE CONTRACCIÓN MONETARIA;0,00;USD
2;22;220505;;DE MONEDAS (PESO/DÓLAR);-422.106,97;USD
2;22;220510;;DE MONEDAS (DIFERENTES PESO/DÓLAR);-0,00;USD
2;22;220515;;DE TASAS DE INTERÉS;0,00;USD
2;22;220520;;DE TÍTULOS;0,00;USD
2;22;220595;;OTROS;0,00;USD
2;22;221005;;DE MONEDAS;0,00;USD
2;22;221010;;DE TASAS DE INTERÉS;0,00;USD
2;22;221015;;DE TÍTULOS;0,00;USD
2;22;221020;;DE ÍNDICES;0,00;USD
2;22;221095;;OTROS;0,00;USD
2;22;221505;;DE MONEDAS;0,00;USD
2;22;221510;;DE TASAS DE INTERÉS;-1.599.263,17;USD
2;22;221595;;OTROS;0,00;USD
2;22;222005;;VENTA CALLS DE MONEDAS;0,00;USD
2;22;222010;;VENTA CALLS DE TASAS DE INTERÉS;0,00;USD
2;22;222015;;VENTA CALLS DE TÍTULOS;0,00;USD
2;22;222020;;VENTA CALLS DE ÍNDICES;0,00;USD
2;22;222025;;VENTA CALLS – OTRAS;0,00;USD
2;22;222030;;VENTA PUTS DE MONEDAS;0,00;USD
2;22;222035;;VENTA PUTS DE TASAS DE INTERÉS;0,00;USD
2;22;222040;;VENTA PUTS DE TÍTULOS;0,00;USD
2;22;222045;;VENTA PUTS DE ÍNDICES;0,00;USD
2;22;222050;;VENTA PUTS – OTRAS;0,00;USD
2;22;222505;;DE MONEDAS (PESO/DÓLAR);0,00;USD
2;22;222510;;DE MONEDAS (DIFERENTES PESO/DÓLAR);0,00;USD
2;22;222515;;DE TASAS DE INTERÉS;0,00;USD
2;22;222520;;DE TÍTULOS;0,00;USD
2;22;222595;;OTROS;0,00;USD
2;22;223005;;DE MONEDAS;0,00;USD
2;22;223010;;DE INTERÉS;0,00;USD
2;22;223015;;DE TÍTULOS;0,00;USD
2;22;223020;;DE ÍNDICES;0,00;USD
2;22;223095;;OTROS;0,00;USD
2;22;223505;;DE MONEDAS;0,00;USD
2;22;223510;;DE TASAS DE INTERÉS;-2.372.926,86;USD
2;22;223595;;OTROS;0,00;USD
2;22;224005;;VENTA CALLS DE MONEDAS;0,00;USD
2;22;224010;;VENTA CALLS DE TASAS DE INTERÉS;0,00;USD
2;22;224015;;VENTA CALLS DE TÍTULOS;0,00;USD
2;22;224020;;VENTA CALLS DE ÍNDICES;0,00;USD
2;22;224025;;VENTA CALLS – OTRAS;0,00;USD
2;22;224030;;VENTA PUTS DE MONEDAS;0,00;USD
2;22;224035;;VENTA PUTS DE TASAS DE INTERÉS;0,00;USD
2;22;224040;;VENTA PUTS DE TÍTULOS;0,00;USD
2;22;224045;;VENTA PUTS DE ÍNDICES;0,00;USD
2;22;224050;;VENTA PUTS – OTRAS;0,00;USD
2;22;224505;;BONOS DE FOMENTO URBANO;0,00;USD
2;22;224506;;DE GARANTÍA GENERAL MENOR DE 18 MESES;0,00;USD
2;22;224507;;BONOS DE GARANTÍA GENERAL IGUAL O SUPERIOR A 18 MESES;0,00;USD
2;22;224508;;BONOS OPCIONALMENTE CONVERTIBLES EN ACCIONES;0,00;USD
2;22;224509;;BONOS OTROS MENOR DE 18 MESES;0,00;USD
2;22;224510;;BONOS OTROS IGUAL O SUPERIOR A 18 MESES;0,00;USD
2;22;224511;;BONOS HIPOTECARIOS;0,00;USD
2;22;224512;;BONOS SUBORDINADOS;0,00;USD
2;22;224513;;BONOS ORDINARIOS ;0,00;USD
2;22;224514;;CÉDULAS DE CAPITALIZACIÓN;0,00;USD
2;22;224515;;CÉDULAS HIPOTECARIAS;0,00;USD
2;22;224516;;CÉDULAS DE AHORRO Y VIVIENDA;0,00;USD
2;22;224517;;PAPELES COMERCIALES;0,00;USD
2;22;224518;;"TÍTULOS DE DESARROLLO AGROPECUARIO CLASE ""A""";0,00;USD
2;22;224519;;"TÍTULOS DE DESARROLLO AGROPECUARIO CLASE ""B""";0,00;USD
2;22;224520;;"TÍTULOS DE DESARROLLO AGROPECUARIO CLASE ""C""";0,00;USD
2;22;224521;;TÍTULOS COLOCADOS EN PROCESO DE TITULARIZACIÓN;0,00;USD
2;22;224522;;TÍTULOS POR EMITIR EN PROCESOS DE TITULARIZACIÓN;0,00;USD
2;22;224523;;TÍTULOS AUTORIZADOS POR EMITIR PROCESOS DE TITULARIZACIÓN;0,00;USD
2;22;224524;;CERTIFICADOS ELÉCTRICOS VALORIZABLES;0,00;USD
2;22;224525;;TÍTULOS ENERGÉTICOS DE RENTABILIDAD;0,00;USD
2;22;224526;;BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES;0,00;USD
2;22;224527;;ACCIONES PREFERENTES;0,00;USD
2;22;225005;;DERECHOS DE COMPRA SOBRE DIVISAS;1.365.681,06;USD
2;22;225010;;DERECHOS DE VENTA SOBRE DIVISAS;2.272.602,35;USD
2;22;225015;;DERECHOS DE COMPRA SOBRE TÍTULOS;4.954.100,00;USD
2;22;225020;;DERECHOS DE VENTA SOBRE TÍTULOS;0,00;USD
2;22;225025;;DERECHOS – OTROS;0,00;USD
2;22;225030;;OBLIGACIONES DE COMPRA SOBRE DIVISAS;-1.368.504,02;USD
2;22;225035;;OBLIGACIONES DE VENTA SOBRE DIVISAS;-2.280.096,94;USD
2;22;225040;;OBLIGACIONES DE COMPRA SOBRE TÍTULOS;-4.956.352,46;USD
2;22;225045;;OBLIGACIONES DE VENTA SOBRE TÍTULOS;0,00;USD
2;22;225095;;OBLIGACIONES – OTROS;0,00;USD
2;23;23;;APORTES DE CAPITAL;0,00;USD
2;23;2310;;VALOR NETO - FONDOS MUTUOS DE INVERSIÓN;0,00;USD
2;23;231005;;APORTE LEGALES ORDINARIOS;0,00;USD
2;23;231010;;APORTE LEGALES EXTRAORDINARIOS;0,00;USD
2;23;231015;;UTILIDADES REINVERTIDAS;0,00;USD
